Date,Year,Month,Pearson,Kendall,Spearman
2010-10-01,2010,10,0.08030091984494474,-0.0340977426806668,-0.06092413616508438
2010-11-01,2010,11,-0.16562884244298082,-0.20537332569562988,-0.26201591261971324
2010-12-01,2010,12,0.09276758395047445,-0.013732026621945734,-0.03667931751838689
2011-01-01,2011,1,-0.16444896159396719,-0.16888061462507095,-0.2526260234384931
2011-02-01,2011,2,0.2079644703614662,0.024504234152938464,0.025655575952485996
2011-03-01,2011,3,-0.10494105118761864,-0.17023911152618407,-0.2448917373768881
2011-04-01,2011,4,0.43990589253063556,0.29519356761813587,0.43750949631285635
2011-05-01,2011,5,0.16726355111825997,0.1855448760282325,0.2659070296870653
2011-06-01,2011,6,0.26271258884395404,0.22875816993464054,0.37048503611971106
2011-07-01,2011,7,0.25297717293393857,0.20588235294117643,0.28921568627450983
2011-08-01,2011,8,0.08295849564984298,0.08333333333333334,0.15588235294117647
2011-09-01,2011,9,0.4247699224900691,0.33333333333333337,0.47857142857142854
2011-10-01,2011,10,0.44761637479709043,0.37142857142857144,0.5107142857142856
2011-11-01,2011,11,0.5799863992193987,0.37142857142857144,0.5214285714285714
2011-12-01,2011,12,0.5120676229639428,0.3904761904761905,0.5499999999999999
2012-01-01,2012,1,,,
2012-02-01,2012,2,,,
2012-03-01,2012,3,,,
2012-04-01,2012,4,,,
2012-05-01,2012,5,,,
2012-06-01,2012,6,,,
2012-07-01,2012,7,,,
2012-08-01,2012,8,,,
2012-09-01,2012,9,,,
2012-10-01,2012,10,,,
2012-11-01,2012,11,,,
2012-12-01,2012,12,,,
2013-01-01,2013,1,,,
2013-02-01,2013,2,,,
2013-03-01,2013,3,,,
2013-04-01,2013,4,,,
2013-05-01,2013,5,,,
2013-06-01,2013,6,,,
2013-07-01,2013,7,,,
2013-08-01,2013,8,,,
2013-09-01,2013,9,,,
2013-10-01,2013,10,,,
2013-11-01,2013,11,,,
2013-12-01,2013,12,,,
2014-01-01,2014,1,,,
2014-02-01,2014,2,,,
2014-03-01,2014,3,,,
2014-04-01,2014,4,,,
2014-05-01,2014,5,,,
2014-06-01,2014,6,,,
2014-07-01,2014,7,,,
2014-08-01,2014,8,,,
2014-09-01,2014,9,,,
2014-10-01,2014,10,,,
2014-11-01,2014,11,,,
2014-12-01,2014,12,,,
2015-01-01,2015,1,,,
2015-02-01,2015,2,,,
2015-03-01,2015,3,,,
2015-04-01,2015,4,,,
2015-05-01,2015,5,,,
2015-06-01,2015,6,,,
2015-07-01,2015,7,,,
2015-08-01,2015,8,,,
2015-09-01,2015,9,,,
2015-10-01,2015,10,,,
2015-11-01,2015,11,,,
2015-12-01,2015,12,,,
2016-01-01,2016,1,,,
2016-02-01,2016,2,,,
2016-03-01,2016,3,,,
2016-04-01,2016,4,,,
2016-05-01,2016,5,,,
2016-06-01,2016,6,,,
2016-07-01,2016,7,,,
2016-08-01,2016,8,,,
2016-09-01,2016,9,,,
2016-10-01,2016,10,,,
2016-11-01,2016,11,,,
2016-12-01,2016,12,,,
2017-01-01,2017,1,,,
2017-02-01,2017,2,,,
2017-03-01,2017,3,,,
2017-04-01,2017,4,,,
2017-05-01,2017,5,,,
2017-06-01,2017,6,,,
2017-07-01,2017,7,,,
2017-08-01,2017,8,,,
2017-09-01,2017,9,,,
2017-10-01,2017,10,,,
2017-11-01,2017,11,,,
2017-12-01,2017,12,,,
2018-01-01,2018,1,,,
2018-02-01,2018,2,,,
2018-03-01,2018,3,,,
2018-04-01,2018,4,,,
2018-05-01,2018,5,,,
2018-06-01,2018,6,,,
2018-07-01,2018,7,,,
2018-08-01,2018,8,,,
2018-09-01,2018,9,,,
2018-10-01,2018,10,,,
2018-11-01,2018,11,,,
2018-12-01,2018,12,,,
2019-01-01,2019,1,,,
2019-02-01,2019,2,,,
2019-03-01,2019,3,,,
2019-04-01,2019,4,,,
2019-05-01,2019,5,,,
2019-06-01,2019,6,,,
2019-07-01,2019,7,,,
2019-08-01,2019,8,,,
2019-09-01,2019,9,,,
2019-10-01,2019,10,,,
2019-11-01,2019,11,,,
2019-12-01,2019,12,,,
2020-01-01,2020,1,,,
2020-02-01,2020,2,,,
2020-03-01,2020,3,,,
2020-04-01,2020,4,,,
2020-05-01,2020,5,,,
2020-06-01,2020,6,,,
2020-07-01,2020,7,,,
2020-08-01,2020,8,,,
2020-09-01,2020,9,,,
2020-10-01,2020,10,,,
2020-11-01,2020,11,,,
2020-12-01,2020,12,,,
2021-01-01,2021,1,,,
2021-02-01,2021,2,,,
2021-03-01,2021,3,,,
2021-04-01,2021,4,,,
2021-05-01,2021,5,,,
2021-06-01,2021,6,,,
2021-07-01,2021,7,,,
2021-08-01,2021,8,,,
2021-09-01,2021,9,,,
2021-10-01,2021,10,,,
2021-11-01,2021,11,,,
2021-12-01,2021,12,,,
2022-01-01,2022,1,,,
2022-02-01,2022,2,,,
2022-03-01,2022,3,,,
2022-04-01,2022,4,,,
2022-05-01,2022,5,,,
2022-06-01,2022,6,,,
2022-07-01,2022,7,,,
2022-08-01,2022,8,,,
2022-09-01,2022,9,,,
2022-10-01,2022,10,,,
2022-11-01,2022,11,,,
2022-12-01,2022,12,,,
